Epoch: [8][300/308], lr: 0.00010	Time 0.173 (0.245)	Data 0.000 (0.066)	Loss 0.6510 (1.0565)	Prec@1 60.000 (59.269)	Prec@5 100.000 (96.080)
Epoch: [9][0/308], lr: 0.00010	Time 19.885 (19.885)	Data 19.653 (19.653)	Loss 0.8653 (0.8653)	Prec@1 60.000 (60.000)	Prec@5 100.000 (100.000)
Epoch: [9][20/308], lr: 0.00010	Time 0.172 (1.117)	Data 0.000 (0.936)	Loss 1.1815 (0.9297)	Prec@1 60.000 (66.667)	Prec@5 80.000 (95.238)
Epoch: [9][40/308], lr: 0.00010	Time 0.180 (0.660)	Data 0.000 (0.479)	Loss 2.3886 (1.0203)	Prec@1 40.000 (61.951)	Prec@5 80.000 (96.098)
Epoch: [9][60/308], lr: 0.00010	Time 0.182 (0.501)	Data 0.000 (0.322)	Loss 1.4485 (1.0280)	Prec@1 20.000 (60.328)	Prec@5 100.000 (96.393)
Epoch: [9][80/308], lr: 0.00010	Time 0.177 (0.421)	Data 0.000 (0.243)	Loss 1.0917 (1.0712)	Prec@1 80.000 (60.247)	Prec@5 100.000 (95.062)
Epoch: [9][100/308], lr: 0.00010	Time 0.177 (0.373)	Data 0.000 (0.195)	Loss 1.0228 (1.0586)	Prec@1 40.000 (60.594)	Prec@5 100.000 (95.644)
Epoch: [9][120/308], lr: 0.00010	Time 0.181 (0.341)	Data 0.000 (0.162)	Loss 2.0707 (1.0408)	Prec@1 60.000 (60.826)	Prec@5 80.000 (95.702)
Epoch: [9][140/308], lr: 0.00010	Time 0.173 (0.318)	Data 0.000 (0.139)	Loss 1.5724 (1.0347)	Prec@1 20.000 (60.284)	Prec@5 100.000 (96.170)
Epoch: [9][160/308], lr: 0.00010	Time 0.180 (0.300)	Data 0.000 (0.122)	Loss 0.7758 (1.0414)	Prec@1 60.000 (60.000)	Prec@5 100.000 (96.398)
Epoch: [9][180/308], lr: 0.00010	Time 0.178 (0.287)	Data 0.000 (0.109)	Loss 0.4823 (1.0272)	Prec@1 80.000 (60.442)	Prec@5 100.000 (96.685)
Epoch: [9][200/308], lr: 0.00010	Time 0.177 (0.276)	Data 0.001 (0.098)	Loss 1.1857 (1.0353)	Prec@1 20.000 (60.100)	Prec@5 100.000 (96.219)
Epoch: [9][220/308], lr: 0.00010	Time 0.181 (0.267)	Data 0.000 (0.089)	Loss 1.1496 (1.0396)	Prec@1 40.000 (59.729)	Prec@5 100.000 (96.199)
Epoch: [9][240/308], lr: 0.00010	Time 0.178 (0.260)	Data 0.000 (0.082)	Loss 1.7264 (1.0331)	Prec@1 60.000 (60.332)	Prec@5 80.000 (96.266)
Epoch: [9][260/308], lr: 0.00010	Time 0.165 (0.253)	Data 0.000 (0.075)	Loss 0.4679 (1.0266)	Prec@1 80.000 (60.690)	Prec@5 100.000 (96.169)
Epoch: [9][280/308], lr: 0.00010	Time 0.173 (0.248)	Data 0.000 (0.070)	Loss 0.9937 (1.0379)	Prec@1 80.000 (60.285)	Prec@5 100.000 (96.085)
Epoch: [9][300/308], lr: 0.00010	Time 0.173 (0.243)	Data 0.000 (0.065)	Loss 1.4917 (1.0284)	Prec@1 60.000 (60.532)	Prec@5 60.000 (96.146)
Test: [0/78]	Time 20.628 (20.628)	Loss 1.4412 (1.4412)	Prec@1 60.000 (60.000)	Prec@5 100.000 (100.000)
Test: [20/78]	Time 0.058 (1.039)	Loss 1.4399 (1.2563)	Prec@1 40.000 (51.429)	Prec@5 80.000 (97.143)
Test: [40/78]	Time 0.059 (0.561)	Loss 1.2498 (1.1493)	Prec@1 60.000 (57.073)	Prec@5 80.000 (97.073)
Test: [60/78]	Time 0.058 (0.396)	Loss 1.3507 (1.2052)	Prec@1 40.000 (56.066)	Prec@5 100.000 (95.410)
Testing Results: Prec@1 56.218 Prec@5 95.337 Loss 1.19028
Best Prec@1: 56.218

Epoch: [10][0/308], lr: 0.00010	Time 19.869 (19.869)	Data 19.791 (19.791)	Loss 1.0808 (1.0808)	Prec@1 40.000 (40.000)	Prec@5 100.000 (100.000)
Epoch: [10][20/308], lr: 0.00010	Time 0.185 (1.116)	Data 0.000 (0.942)	Loss 0.8434 (0.9509)	Prec@1 40.000 (55.238)	Prec@5 100.000 (99.048)
